[2026-09-07 19:11:48] INFO T1 retrieval adaptation start | run=cross_dataset_t1/pems08_head_adapter_seed42 | device=cuda:0 (requested=cuda:0) | seed=42 | output=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42
[2026-09-07 19:11:48] INFO Data | steps=17856 | nodes=170 | channels=1 | train/val/test=12200/1486/3273
[2026-09-07 19:11:48] INFO Transfer | stage=t1_head_adapter | source=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\metrla_e5_tgge_hn_offset_decay_v2_transfer_hidden128_ffn2_b16_seed42\pretrain_best.pt | source_fingerprint=7f34ac9201d35bc36e99778540e8b27cfccbffd6c4096fb79bb0fdfa6c93da74 | graph_fingerprint=4b5345d012175b7f875409f84195048c08d29b5201b853c008768c628937f4bf
[2026-09-07 19:11:48] INFO Parameters | total=958,704 | trainable=66,208 | trainable_tensors=11 | prefixes=retrieval_head.pool_projection.,retrieval_head.pool_score.,retrieval_head.key_mlp.,retrieval_head.domain_adapter.
[2026-09-07 19:11:48] INFO Optimization | epochs=8 | batch_size=16 | lr=0.0003 | weight_decay=0.0001 | relation_weight=1.000 | distill_weight=0.050 | reconstruction_weight=0
[2026-09-07 19:11:48] INFO Epoch 001/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:15:06] INFO Epoch 003 | train batch=440/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:15:07] INFO Epoch 003 | train batch=450/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:15:07] INFO Epoch 003 | train batch=460/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:15:08] INFO Epoch 003 | train batch=470/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:15:09] INFO Epoch 003 | train batch=480/763 | elapsed=0.7 min | eta=0.4 min
[2026-09-07 19:15:10] INFO Epoch 003 | train batch=490/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:15:11] INFO Epoch 003 | train batch=500/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:15:12] INFO Epoch 003 | train batch=510/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:15:13] INFO Epoch 003 | train batch=520/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:15:14] INFO Epoch 003 | train batch=530/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:15:15] INFO Epoch 003 | train batch=540/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:15:16] INFO Epoch 003 | train batch=550/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:15:17] INFO Epoch 003 | train batch=560/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:15:18] INFO Epoch 003 | train batch=570/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:15:19] INFO Epoch 003 | train batch=580/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:15:19] INFO Epoch 003 | train batch=590/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:15:20] INFO Epoch 003 | train batch=600/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:15:21] INFO Epoch 003 | train batch=610/763 | elapsed=0.9 min | eta=0.2 min
[2026-09-07 19:15:22] INFO Epoch 003 | train batch=620/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:15:23] INFO Epoch 003 | train batch=630/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:15:24] INFO Epoch 003 | train batch=640/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:15:25] INFO Epoch 003 | train batch=650/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:15:26] INFO Epoch 003 | train batch=660/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:15:27] INFO Epoch 003 | train batch=670/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:15:28] INFO Epoch 003 | train batch=680/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:15:29] INFO Epoch 003 | train batch=690/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:15:30] INFO Epoch 003 | train batch=700/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:15:31] INFO Epoch 003 | train batch=710/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:15:31] INFO Epoch 003 | train batch=720/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:15:32] INFO Epoch 003 | train batch=730/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:15:33] INFO Epoch 003 | train batch=740/763 | elapsed=1.1 min | eta=0.0 min
[2026-09-07 19:15:34] INFO Epoch 003 | train batch=750/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:15:35] INFO Epoch 003 | train batch=760/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:15:35] INFO Epoch 003 | train batch=763/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:15:35] INFO Epoch 003 | val batch=1/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:15:36] INFO Epoch 003 | val batch=10/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:15:37] INFO Epoch 003 | val batch=20/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:15:38] INFO Epoch 003 | val batch=30/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:15:39] INFO Epoch 003 | val batch=40/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:15:40] INFO Epoch 003 | val batch=50/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:15:41] INFO Epoch 003 | val batch=60/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:15:42] INFO Epoch 003 | val batch=70/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:15:42] INFO Epoch 003 | val batch=80/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:15:43] INFO Epoch 003 | val batch=90/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:15:44] INFO Epoch 003 | val batch=93/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:15:44] INFO Epoch 003 | train_total=2.234088 | train_relation=2.227251 | train_distill=0.136745 | val_total=1.862673 | val_relation=1.855282 | val_distill=0.147828 | val_anchors=252620 | val_candidates=2440180 | val_teacher_keff=2.677 | val_student_keff=5.856 | seconds(train/val)=70.27/8.21
[2026-09-07 19:15:44] INFO Checkpoint updated | epoch=3 | best_val_relation=1.855282 | path=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42\retrieval_t1_best.pt
[2026-09-07 19:15:44] INFO Epoch 004/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:15:44] INFO Epoch 004 | train batch=1/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:15:45] INFO Epoch 004 | train batch=10/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:15:46] INFO Epoch 004 | train batch=20/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:15:46] INFO Epoch 004 | train batch=30/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:15:47] INFO Epoch 004 | train batch=40/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:15:48] INFO Epoch 004 | train batch=50/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:15:49] INFO Epoch 004 | train batch=60/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:15:50] INFO Epoch 004 | train batch=70/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:15:51] INFO Epoch 004 | train batch=80/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:15:52] INFO Epoch 004 | train batch=90/763 | elapsed=0.1 min | eta=1.0 min
[2026-09-07 19:15:53] INFO Epoch 004 | train batch=100/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:15:54] INFO Epoch 004 | train batch=110/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:15:55] INFO Epoch 004 | train batch=120/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:15:56] INFO Epoch 004 | train batch=130/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:15:57] INFO Epoch 004 | train batch=140/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:15:58] INFO Epoch 004 | train batch=150/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:15:58] INFO Epoch 004 | train batch=160/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:15:59] INFO Epoch 004 | train batch=170/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:16:00] INFO Epoch 004 | train batch=180/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:16:01] INFO Epoch 004 | train batch=190/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:16:02] INFO Epoch 004 | train batch=200/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:16:03] INFO Epoch 004 | train batch=210/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:16:04] INFO Epoch 004 | train batch=220/763 | elapsed=0.3 min | eta=0.8 min
[2026-09-07 19:16:05] INFO Epoch 004 | train batch=230/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:16:06] INFO Epoch 004 | train batch=240/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:16:07] INFO Epoch 004 | train batch=250/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:16:08] INFO Epoch 004 | train batch=260/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:16:09] INFO Epoch 004 | train batch=270/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:16:10] INFO Epoch 004 | train batch=280/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:16:10] INFO Epoch 004 | train batch=290/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:16:11] INFO Epoch 004 | train batch=300/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:16:12] INFO Epoch 004 | train batch=310/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:16:13] INFO Epoch 004 | train batch=320/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:16:14] INFO Epoch 004 | train batch=330/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:16:15] INFO Epoch 004 | train batch=340/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:16:16] INFO Epoch 004 | train batch=350/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:16:17] INFO Epoch 004 | train batch=360/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:16:18] INFO Epoch 004 | train batch=370/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:16:19] INFO Epoch 004 | train batch=380/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:16:20] INFO Epoch 004 | train batch=390/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:16:21] INFO Epoch 004 | train batch=400/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:16:22] INFO Epoch 004 | train batch=410/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:16:23] INFO Epoch 004 | train batch=420/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:16:23] INFO Epoch 004 | train batch=430/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:16:24] INFO Epoch 004 | train batch=440/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:16:25] INFO Epoch 004 | train batch=450/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:16:26] INFO Epoch 004 | train batch=460/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:16:27] INFO Epoch 004 | train batch=470/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:16:28] INFO Epoch 004 | train batch=480/763 | elapsed=0.7 min | eta=0.4 min
[2026-09-07 19:16:29] INFO Epoch 004 | train batch=490/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:16:30] INFO Epoch 004 | train batch=500/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:16:31] INFO Epoch 004 | train batch=510/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:16:32] INFO Epoch 004 | train batch=520/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:16:33] INFO Epoch 004 | train batch=530/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:16:34] INFO Epoch 004 | train batch=540/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:16:35] INFO Epoch 004 | train batch=550/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:16:35] INFO Epoch 004 | train batch=560/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:16:36] INFO Epoch 004 | train batch=570/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:16:37] INFO Epoch 004 | train batch=580/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:16:38] INFO Epoch 004 | train batch=590/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:16:39] INFO Epoch 004 | train batch=600/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:16:40] INFO Epoch 004 | train batch=610/763 | elapsed=0.9 min | eta=0.2 min
[2026-09-07 19:16:41] INFO Epoch 004 | train batch=620/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:16:42] INFO Epoch 004 | train batch=630/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:16:43] INFO Epoch 004 | train batch=640/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:16:44] INFO Epoch 004 | train batch=650/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:16:45] INFO Epoch 004 | train batch=660/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:16:46] INFO Epoch 004 | train batch=670/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:16:46] INFO Epoch 004 | train batch=680/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:16:47] INFO Epoch 004 | train batch=690/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:16:48] INFO Epoch 004 | train batch=700/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:16:49] INFO Epoch 004 | train batch=710/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:16:50] INFO Epoch 004 | train batch=720/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:16:51] INFO Epoch 004 | train batch=730/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:16:52] INFO Epoch 004 | train batch=740/763 | elapsed=1.1 min | eta=0.0 min
[2026-09-07 19:16:53] INFO Epoch 004 | train batch=750/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:16:54] INFO Epoch 004 | train batch=760/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:16:54] INFO Epoch 004 | train batch=763/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:16:54] INFO Epoch 004 | val batch=1/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:16:55] INFO Epoch 004 | val batch=10/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:16:56] INFO Epoch 004 | val batch=20/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:16:57] INFO Epoch 004 | val batch=30/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:16:58] INFO Epoch 004 | val batch=40/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:16:59] INFO Epoch 004 | val batch=50/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:16:59] INFO Epoch 004 | val batch=60/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:17:00] INFO Epoch 004 | val batch=70/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:17:01] INFO Epoch 004 | val batch=80/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:17:02] INFO Epoch 004 | val batch=90/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:17:02] INFO Epoch 004 | val batch=93/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:17:02] INFO Epoch 004 | train_total=2.220856 | train_relation=2.213776 | train_distill=0.141590 | val_total=1.851451 | val_relation=1.843839 | val_distill=0.152241 | val_anchors=252620 | val_candidates=2440180 | val_teacher_keff=2.677 | val_student_keff=5.887 | seconds(train/val)=70.47/8.23
[2026-09-07 19:17:02] INFO Checkpoint updated | epoch=4 | best_val_relation=1.843839 | path=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42\retrieval_t1_best.pt
[2026-09-07 19:17:02] INFO Epoch 005/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:17:03] INFO Epoch 005 | train batch=1/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:17:03] INFO Epoch 005 | train batch=10/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:17:04] INFO Epoch 005 | train batch=20/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:17:05] INFO Epoch 005 | train batch=30/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:17:06] INFO Epoch 005 | train batch=40/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:17:07] INFO Epoch 005 | train batch=50/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:17:08] INFO Epoch 005 | train batch=60/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:17:09] INFO Epoch 005 | train batch=70/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:17:10] INFO Epoch 005 | train batch=80/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:17:11] INFO Epoch 005 | train batch=90/763 | elapsed=0.1 min | eta=1.0 min
[2026-09-07 19:17:12] INFO Epoch 005 | train batch=100/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:17:13] INFO Epoch 005 | train batch=110/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:17:14] INFO Epoch 005 | train batch=120/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:17:14] INFO Epoch 005 | train batch=130/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:17:15] INFO Epoch 005 | train batch=140/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:17:16] INFO Epoch 005 | train batch=150/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:17:17] INFO Epoch 005 | train batch=160/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:17:18] INFO Epoch 005 | train batch=170/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:17:19] INFO Epoch 005 | train batch=180/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:17:20] INFO Epoch 005 | train batch=190/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:17:21] INFO Epoch 005 | train batch=200/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:17:22] INFO Epoch 005 | train batch=210/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:17:23] INFO Epoch 005 | train batch=220/763 | elapsed=0.3 min | eta=0.8 min
[2026-09-07 19:17:24] INFO Epoch 005 | train batch=230/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:17:25] INFO Epoch 005 | train batch=240/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:17:25] INFO Epoch 005 | train batch=250/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:17:26] INFO Epoch 005 | train batch=260/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:17:27] INFO Epoch 005 | train batch=270/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:17:28] INFO Epoch 005 | train batch=280/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:17:29] INFO Epoch 005 | train batch=290/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:17:30] INFO Epoch 005 | train batch=300/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:17:31] INFO Epoch 005 | train batch=310/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:17:32] INFO Epoch 005 | train batch=320/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:17:33] INFO Epoch 005 | train batch=330/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:17:34] INFO Epoch 005 | train batch=340/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:17:35] INFO Epoch 005 | train batch=350/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:17:36] INFO Epoch 005 | train batch=360/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:17:37] INFO Epoch 005 | train batch=370/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:17:37] INFO Epoch 005 | train batch=380/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:17:38] INFO Epoch 005 | train batch=390/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:17:39] INFO Epoch 005 | train batch=400/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:17:40] INFO Epoch 005 | train batch=410/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:17:41] INFO Epoch 005 | train batch=420/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:17:42] INFO Epoch 005 | train batch=430/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:17:43] INFO Epoch 005 | train batch=440/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:17:44] INFO Epoch 005 | train batch=450/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:17:45] INFO Epoch 005 | train batch=460/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:17:46] INFO Epoch 005 | train batch=470/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:17:47] INFO Epoch 005 | train batch=480/763 | elapsed=0.7 min | eta=0.4 min
[2026-09-07 19:17:48] INFO Epoch 005 | train batch=490/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:17:49] INFO Epoch 005 | train batch=500/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:17:49] INFO Epoch 005 | train batch=510/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:17:50] INFO Epoch 005 | train batch=520/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:17:51] INFO Epoch 005 | train batch=530/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:17:52] INFO Epoch 005 | train batch=540/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:17:53] INFO Epoch 005 | train batch=550/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:17:54] INFO Epoch 005 | train batch=560/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:17:55] INFO Epoch 005 | train batch=570/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:17:56] INFO Epoch 005 | train batch=580/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:17:57] INFO Epoch 005 | train batch=590/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:17:58] INFO Epoch 005 | train batch=600/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:17:59] INFO Epoch 005 | train batch=610/763 | elapsed=0.9 min | eta=0.2 min
[2026-09-07 19:18:00] INFO Epoch 005 | train batch=620/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:18:01] INFO Epoch 005 | train batch=630/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:18:01] INFO Epoch 005 | train batch=640/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:18:02] INFO Epoch 005 | train batch=650/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:18:03] INFO Epoch 005 | train batch=660/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:18:04] INFO Epoch 005 | train batch=670/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:18:05] INFO Epoch 005 | train batch=680/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:18:06] INFO Epoch 005 | train batch=690/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:18:07] INFO Epoch 005 | train batch=700/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:18:08] INFO Epoch 005 | train batch=710/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:18:09] INFO Epoch 005 | train batch=720/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:18:10] INFO Epoch 005 | train batch=730/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:18:11] INFO Epoch 005 | train batch=740/763 | elapsed=1.1 min | eta=0.0 min
[2026-09-07 19:18:12] INFO Epoch 005 | train batch=750/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:18:12] INFO Epoch 005 | train batch=760/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:18:13] INFO Epoch 005 | train batch=763/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:18:13] INFO Epoch 005 | val batch=1/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:18:14] INFO Epoch 005 | val batch=10/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:18:14] INFO Epoch 005 | val batch=20/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:18:15] INFO Epoch 005 | val batch=30/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:18:16] INFO Epoch 005 | val batch=40/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:18:17] INFO Epoch 005 | val batch=50/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:18:18] INFO Epoch 005 | val batch=60/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:18:19] INFO Epoch 005 | val batch=70/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:18:20] INFO Epoch 005 | val batch=80/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:18:21] INFO Epoch 005 | val batch=90/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:18:21] INFO Epoch 005 | val batch=93/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:18:21] INFO Epoch 005 | train_total=2.206945 | train_relation=2.199659 | train_distill=0.145715 | val_total=1.843424 | val_relation=1.835636 | val_distill=0.155756 | val_anchors=252620 | val_candidates=2440180 | val_teacher_keff=2.677 | val_student_keff=5.867 | seconds(train/val)=70.31/8.18
[2026-09-07 19:18:21] INFO Checkpoint updated | epoch=5 | best_val_relation=1.835636 | path=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42\retrieval_t1_best.pt
[2026-09-07 19:18:21] INFO Epoch 006/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:18:21] INFO Epoch 006 | train batch=1/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:18:22] INFO Epoch 006 | train batch=10/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:18:23] INFO Epoch 006 | train batch=20/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:18:24] INFO Epoch 006 | train batch=30/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:18:25] INFO Epoch 006 | train batch=40/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:18:26] INFO Epoch 006 | train batch=50/763 | elapsed=0.1 min | eta=1.1 min
